class,binSpecies,sex,n_dead,rms,ks_D,ndims,external_hazard,n_flags,flags
Mammalia,Panthera onca,f,380,0.02506,0.04696,4,,0,ok
Mammalia,Notomys alexis,m,175,0.02467,0.04853,4,,0,ok
Aves,Aythya nyroca,m,308,0.0156,0.03037,4,,0,ok
Mammalia,Pteropus giganteus,m,266,0.01594,0.02504,4,,0,ok
Mammalia,Arctocephalus pusillus,f,75,0.04111,0.08347,4,,1,low_n_dead=75
Mammalia,Osphranter rufus,f,1870,0.00939,0.02335,4,,0,ok
Reptilia,Erpeton tentaculatum,m,121,0.01739,0.04007,4,,0,ok
Mammalia,Sciurus vulgaris,m,163,0.0228,0.0514,4,,0,ok
Aves,Meleagris ocellata,f,158,0.015,0.04016,4,,0,ok
Aves,Dendrocygna arcuata,f,102,0.04118,0.07136,4,,0,ok
Aves,Marmaronetta angustirostris,f,477,0.02255,0.03774,4,,0,ok
Aves,Leptoptilos crumenifer,f,105,0.02669,0.06121,4,,0,ok
Mammalia,Notamacropus agilis,m,138,0.02468,0.05349,4,,0,ok
Aves,Amazona aestiva,m,67,0.04229,0.03021,5,9.73,1,low_n_dead=67
Aves,Dinemellia dinemelli,f,94,0.03199,0.05529,4,,1,low_n_dead=94
Mammalia,Carollia perspicillata,f,210,0.01623,0.03827,4,,0,ok
Reptilia,Crotalus durissus,m,179,0.02487,0.04686,4,,0,ok
Reptilia,Clemmys guttata,f,70,0.04975,0.04981,5,9.409,1,low_n_dead=70
Aves,Gallicolumba luzonica,m,290,0.02517,0.04969,4,,0,ok
Reptilia,Testudo hermanni,m,72,0.04074,0.06269,4,,1,low_n_dead=72
Aves,Branta ruficollis,m,335,0.02584,0.02501,4,,0,ok
Mammalia,Aotus griseimembra,f,139,0.01823,0.03957,4,,0,ok
Mammalia,Caracal caracal,m,201,0.03087,0.04882,4,,0,ok
Mammalia,Dasyurus viverrinus,m,200,0.0278,0.05312,4,,0,ok
Mammalia,Eulemur coronatus,f,46,0.03396,0.05786,4,,1,low_n_dead=46
Aves,Ara chloropterus,m,109,0.03417,0.05718,4,,0,ok
Aves,Psophia crepitans,m,116,0.03427,0.04773,4,,0,ok
Mammalia,Mustela nigripes,f,404,0.01365,0.02964,4,,0,ok
Aves,Bostrychia hagedash,f,64,0.03554,0.05973,4,,1,low_n_dead=64
Aves,Psittacula krameri,f,72,0.03576,0.05352,4,,1,low_n_dead=72
Mammalia,Dasyuroides byrnei,m,337,0.01413,0.02977,4,,0,ok
Mammalia,Trachypithecus francoisi,f,91,0.0264,0.0375,4,,1,low_n_dead=91
Mammalia,Prionailurus viverrinus,f,192,0.04773,0.09632,4,,0,ok
Aves,Pelecanus crispus,f,192,0.03251,0.06095,4,,0,ok
Mammalia,Tragelaphus scriptus,m,60,0.0276,0.07878,4,,1,low_n_dead=60
Mammalia,Pseudois nayaur,f,140,0.04576,0.08921,4,,0,ok
Mammalia,Tragelaphus oryx,m,1513,0.04904,0.10329,5,7.99,2,high_makeham_h=0.00034/d; infant_spike_frac=0.65
Reptilia,Eunectes murinus,m,94,0.03309,0.0589,4,,2,low_n_dead=94; infant_spike_frac=0.20
Mammalia,Bos javanicus,f,340,0.03019,0.04482,4,,0,ok
Aves,Sicalis flaveola,m,65,0.01462,0.0463,4,,1,low_n_dead=65
Mammalia,Kobus megaceros,m,457,0.01738,0.03839,4,,0,ok
Mammalia,Rhinoceros unicornis,m,64,0.03588,0.05573,4,,1,low_n_dead=64
Aves,Argusianus argus,m,160,0.03247,0.05679,4,,0,ok
Reptilia,Chamaeleo calyptratus,m,298,0.01478,0.02674,4,,0,ok
Aves,Gallicolumba luzonica,f,293,0.01401,0.03667,4,,0,ok
Aves,Copsychus saularis,m,63,0.04455,0.09186,4,,2,low_n_dead=63; infant_spike_frac=0.21
Reptilia,Chelodina mccordi,f,48,0.03166,0.03753,4,,1,low_n_dead=48
Aves,Nettapus auritus,m,112,0.04787,0.09856,5,8.083,2,high_makeham_h=0.00031/d; infant_spike_frac=0.36
Mammalia,Erethizon dorsatum,f,166,0.0195,0.03885,4,,0,ok
Aves,Aythya marila,f,55,0.02315,0.04932,4,,1,low_n_dead=55
Mammalia,Octodon degus,f,266,0.01743,0.02693,4,,0,ok
Aves,Polyplectron bicalcaratum,f,99,0.02383,0.04976,4,,1,low_n_dead=99
Aves,Ploceus cucullatus,f,131,0.01577,0.03638,4,,0,ok
Aves,Geronticus calvus,f,68,0.02626,0.05198,4,,1,low_n_dead=68
Mammalia,Rattus norvegicus,m,643,0.01343,0.0244,4,,0,ok
Aves,Tringa totanus,f,75,0.04758,0.08065,4,,1,low_n_dead=75
Aves,Anas poecilorhyncha,f,144,0.02422,0.04402,4,,0,ok
Mammalia,Microcebus murinus,m,450,0.02051,0.02761,4,,0,ok
Aves,Copsychus malabaricus,f,282,0.02033,0.04188,4,,0,ok
Mammalia,Leontopithecus rosalia,f,696,0.02549,0.04072,4,,0,ok
Mammalia,Mico argentatus,f,195,0.01327,0.02993,4,,0,ok
Aves,Irena puella,f,188,0.02155,0.04149,4,,0,ok
Aves,Chloephaga picta,m,99,0.01351,0.02784,4,,1,low_n_dead=99
Reptilia,Physignathus cocincinus,f,161,0.01556,0.03518,4,,0,ok
Mammalia,Leporillus conditor,m,56,0.02362,0.05157,4,,1,low_n_dead=56
Mammalia,Tragelaphus oryx,f,1526,0.03157,0.05945,4,,0,ok
Aves,Ocyphaps lophotes,f,126,0.02324,0.05108,4,,0,ok
Aves,Chrysolophus amherstiae,m,173,0.0226,0.05566,4,,0,ok
Aves,Bambusicola thoracicus,m,70,0.02889,0.07536,4,,1,low_n_dead=70
Mammalia,Cricetomys gambianus,m,73,0.0243,0.04764,4,,1,low_n_dead=73
Mammalia,Rucervus eldii,f,625,0.0232,0.04161,4,,0,ok
Aves,Oena capensis,f,91,0.01978,0.03256,4,,1,low_n_dead=91
Mammalia,Capra nubiana,m,967,0.03124,0.05021,4,,0,ok
Mammalia,Eulemur rufus,f,67,0.03088,0.05807,4,,1,low_n_dead=67
Mammalia,Chrysocyon brachyurus,m,483,0.03149,0.05498,4,,0,ok
Mammalia,Odocoileus virginianus,m,511,0.04167,0.07871,4,,0,ok
Aves,Pygoscelis papua,m,425,0.01842,0.04602,5,9.451,1,infant_spike_frac=0.67
Reptilia,Thamnophis sirtalis,f,259,0.01532,0.03336,4,,0,ok
Aves,Anser cygnoid,f,160,0.02813,0.04463,4,,0,ok
Aves,Psittacus erithacus,m,143,0.02649,0.03543,4,,0,ok
Mammalia,Procavia capensis,f,845,0.00611,0.01303,4,,0,ok
Aves,Milvus migrans,m,106,0.02952,0.03287,4,,0,ok
Mammalia,Dasyprocta punctata,m,181,0.01505,0.02734,4,,0,ok
Aves,Dendrocygna javanica,m,58,0.03088,0.04932,4,,1,low_n_dead=58
Reptilia,Morelia viridis,f,247,0.0163,0.03148,4,,0,ok
Aves,Spatula discors,f,189,0.01882,0.04624,4,,0,ok
Reptilia,Eublepharis macularius,f,401,0.01343,0.02839,4,,0,ok
Reptilia,Tiliqua scincoides,f,76,0.02085,0.04987,4,,1,low_n_dead=76
Mammalia,Notamacropus eugenii,f,222,0.01514,0.03943,4,,0,ok
Mammalia,Trachypithecus francoisi,m,87,0.01599,0.03174,4,,1,low_n_dead=87
Mammalia,Saimiri boliviensis,f,860,0.01314,0.01586,4,,0,ok
Mammalia,Meriones unguiculatus,m,86,0.03721,0.07592,4,,1,low_n_dead=86
Reptilia,Uroplatus phantasticus,m,120,0.02421,0.06521,4,,0,ok
Mammalia,Eidolon helvum,m,221,0.02849,0.04025,4,,0,ok
Aves,Lophodytes cucullatus,f,644,0.02071,0.03559,4,,0,ok
Mammalia,Vulpes vulpes,f,125,0.04311,0.05412,4,,0,ok
Aves,Gracula religiosa,m,43,0.01363,0.02882,4,,1,low_n_dead=43
Reptilia,Bitis rhinoceros,m,101,0.02548,0.04979,4,,0,ok
Mammalia,Rusa alfredi,f,120,0.0208,0.0415,4,,0,ok
Mammalia,Bos grunniens,m,434,0.03857,0.08024,4,,0,ok
Aves,Mareca falcata,m,197,0.0167,0.02253,4,,0,ok
Reptilia,Cyclura cornuta,m,67,0.0291,0.05449,4,,1,low_n_dead=67
Aves,Lathamus discolor,m,117,0.03644,0.06563,4,,0,ok
Aves,Cacatua leadbeateri,m,39,0.14696,0.04884,5,9.808,3,low_n_dead=39; bimodal_BC=0.877; poor_rms=0.1470
Aves,Strix uralensis,m,52,0.02578,0.06801,4,,1,low_n_dead=52
Mammalia,Notamacropus eugenii,m,218,0.01136,0.03188,4,,0,ok
Aves,Lophura diardi,f,65,0.02461,0.04381,4,,1,low_n_dead=65
Mammalia,Pteropus lylei,m,163,0.03046,0.0589,4,,0,ok
Aves,Dendrocygna guttata,m,64,0.02392,0.05014,4,,1,low_n_dead=64
Mammalia,Mus musculus,m,86,0.02828,0.06599,4,,1,low_n_dead=86
Mammalia,Rusa alfredi,m,125,0.03127,0.04627,4,,0,ok
Aves,Aythya baeri,f,128,0.02272,0.05519,4,,0,ok
Mammalia,Lama guanicoe,f,535,0.01632,0.02142,4,,0,ok
Mammalia,Nanger dama,f,1087,0.02285,0.03318,4,,0,ok
Mammalia,Trichosurus vulpecula,m,52,0.01857,0.03569,4,,1,low_n_dead=52
Mammalia,Gorilla gorilla,m,161,0.02485,0.03349,4,,0,ok
Aves,Bostrychia hagedash,m,36,0.04248,0.08904,4,,1,low_n_dead=36
Aves,Garrulax leucolophus,m,71,0.01642,0.04423,4,,1,low_n_dead=71
Aves,Phalacrocorax carbo,f,97,0.02083,0.05163,4,,1,low_n_dead=97
Mammalia,Giraffa camelopardalis,f,1463,0.01358,0.02063,4,,0,ok
Aves,Bucephala islandica,f,80,0.03007,0.05186,4,,1,low_n_dead=80
Aves,Chloebia gouldiae,m,764,0.00603,0.01435,4,,0,ok
Mammalia,Castor canadensis,f,135,0.02411,0.04808,4,,0,ok
Mammalia,Potamochoerus porcus,m,260,0.03925,0.06843,4,,0,ok
Chondrichthyes,Hypanus americanus,m,56,0.03099,0.06767,4,,2,low_n_dead=56; infant_spike_frac=0.25
Aves,Tangara mexicana,m,123,0.01575,0.03314,4,,0,ok
Mammalia,Callimico goeldii,m,812,0.00808,0.01722,4,,0,ok
Mammalia,Callithrix geoffroyi,f,700,0.00819,0.01826,4,,0,ok
Aves,Cochlearius cochlearius,m,156,0.02962,0.05677,4,,0,ok
Mammalia,Oryx dammah,m,1267,0.02588,0.05931,4,,0,ok
Mammalia,Oreamnos americanus,f,237,0.02033,0.03583,4,,0,ok
Mammalia,Callithrix penicillata,f,112,0.02734,0.04159,4,,0,ok
Aves,Fratercula cirrhata,f,101,0.01838,0.03349,4,,0,ok
Aves,Apteryx mantelli,f,68,0.02694,0.06864,4,,1,low_n_dead=68
Mammalia,Colobus guereza,f,791,0.00698,0.0096,4,,0,ok
Mammalia,Myoprocta pratti,f,217,0.01362,0.02625,4,,0,ok
Aves,Oxyura jamaicensis,f,683,0.03074,0.07171,4,,0,ok
Aves,Columba guinea,f,160,0.01221,0.02561,4,,0,ok
Mammalia,Speothos venaticus,m,300,0.03854,0.08822,4,,0,ok
Mammalia,Lynx lynx,f,386,0.04085,0.08364,4,,0,ok
Mammalia,Osphranter robustus,m,184,0.017,0.04662,4,,0,ok
Mammalia,Cercopithecus diana,f,150,0.02246,0.03488,4,,0,ok
Mammalia,Antilope cervicapra,m,2506,0.02661,0.04821,4,,0,ok
Mammalia,Trichosurus vulpecula,f,70,0.03176,0.07826,4,,1,low_n_dead=70
Mammalia,Lynx rufus,m,149,0.04236,0.0943,4,,0,ok
Mammalia,Capromys pilorides,f,120,0.01643,0.03885,4,,0,ok
Mammalia,Connochaetes gnou,m,214,0.05436,0.0525,5,7.815,1,high_makeham_h=0.00040/d
Aves,Spatula querquedula,m,124,0.02203,0.05083,4,,0,ok
Aves,Musophaga violacea,f,172,0.01967,0.03416,4,,0,ok
Aves,Meleagris ocellata,m,165,0.03486,0.07663,4,,0,ok
Aves,Lophophorus impejanus,m,183,0.02131,0.03425,4,,0,ok
Mammalia,Cuon alpinus,m,310,0.03712,0.08844,4,,0,ok
Mammalia,Alcelaphus buselaphus,f,145,0.01643,0.03957,4,,0,ok
Aves,Netta peposaca,m,325,0.01858,0.02065,4,,0,ok
Mammalia,Otaria byronia,f,93,0.0379,0.07879,4,,1,low_n_dead=93
Mammalia,Octodon degus,m,279,0.01224,0.03245,4,,0,ok
Aves,Lyrurus tetrix,m,101,0.02245,0.05108,4,,0,ok
Aves,Bucephala albeola,f,92,0.01866,0.03689,4,,1,low_n_dead=92
Mammalia,Eulemur rubriventer,m,49,0.03646,0.03927,4,,1,low_n_dead=49
Aves,Coracias caudatus,f,164,0.02063,0.05627,4,,0,ok
Mammalia,Catagonus wagneri,m,41,0.04563,0.11932,5,9.621,2,low_n_dead=41; infant_spike_frac=0.54
Aves,Hypotaenidia owstoni,m,84,0.0394,0.09299,4,,1,low_n_dead=84
Aves,Mareca americana,m,77,0.02342,0.0459,4,,1,low_n_dead=77
Reptilia,Acrantophis madagascariensis,f,44,0.02529,0.05115,4,,1,low_n_dead=44
Reptilia,Physignathus cocincinus,m,66,0.02261,0.04703,4,,1,low_n_dead=66
Aves,Gracula religiosa,f,51,0.02778,0.0577,4,,1,low_n_dead=51
Mammalia,Saguinus geoffroyi,m,99,0.02948,0.04917,4,,1,low_n_dead=99
Aves,Anser canagicus,f,83,0.01643,0.02645,4,,1,low_n_dead=83
Aves,Calidris pugnax,f,104,0.02029,0.04562,4,,0,ok
Mammalia,Dama dama,m,1489,0.02098,0.03229,4,,0,ok
Aves,Zenaida graysoni,m,123,0.02987,0.0443,4,,0,ok
Aves,Trichoglossus forsteni,f,78,0.01664,0.0392,4,,1,low_n_dead=78
Aves,Aythya fuligula,m,188,0.02358,0.03136,4,,0,ok
Mammalia,Phoca vitulina,f,185,0.03151,0.04679,4,,0,ok
Mammalia,Philantomba monticola,m,199,0.02056,0.02743,4,,0,ok
Mammalia,Rucervus duvaucelii,m,409,0.01155,0.02681,4,,0,ok
Mammalia,Diceros bicornis,m,93,0.01951,0.04859,4,,1,low_n_dead=93
Aves,Dendrocygna javanica,f,74,0.02824,0.07822,4,,1,low_n_dead=74
Reptilia,Morelia viridis,m,217,0.02292,0.03893,4,,0,ok
Aves,Lophura leucomelanos,m,97,0.02769,0.04707,4,,1,low_n_dead=97
Mammalia,Ammotragus lervia,f,1727,0.02384,0.04391,4,,0,ok
Aves,Gallus varius,m,92,0.03063,0.05443,4,,1,low_n_dead=92
Aves,Gallus sonneratii,m,54,0.02425,0.04173,4,,1,low_n_dead=54
Mammalia,Capra sibirica,f,276,0.03862,0.0708,4,,0,ok
Mammalia,Leopardus geoffroyi,m,73,0.03193,0.07759,4,,1,low_n_dead=73
Mammalia,Bos taurus,f,1290,0.02044,0.03018,4,,0,ok
Aves,Casuarius casuarius,f,63,0.02253,0.04742,4,,1,low_n_dead=63
Aves,Anas acuta,m,464,0.01487,0.02656,4,,0,ok
Aves,Euplectes orix,m,76,0.02182,0.05063,4,,1,low_n_dead=76
Mammalia,Aonyx cinereus,f,919,0.01322,0.02982,4,,0,ok
Mammalia,Kobus megaceros,f,528,0.00631,0.01413,4,,0,ok
Mammalia,Rupicapra rupicapra,m,113,0.03991,0.06222,4,,0,ok
Mammalia,Felis margarita,m,181,0.03772,0.0846,4,,0,ok
Mammalia,Ovis canadensis,f,332,0.01889,0.04164,4,,0,ok
Aves,Anthropoides paradiseus,m,113,0.03086,0.05729,4,,0,ok
Aves,Pygoscelis antarcticus,m,46,0.04168,0.0503,4,,1,low_n_dead=46
Aves,Anas sparsa,m,51,0.01652,0.03766,4,,1,low_n_dead=51
Mammalia,Nyctereutes procyonoides,m,150,0.04,0.0613,4,,0,ok
Mammalia,Lama glama,m,683,0.03156,0.04255,4,,1,infant_spike_frac=0.26
Aves,Gyps fulvus,m,54,0.03522,0.09568,5,10.121,2,low_n_dead=54; infant_spike_frac=0.30
Mammalia,Sus cebifrons,f,86,0.03525,0.02433,5,9.643,1,low_n_dead=86
Aves,Vanellus miles,f,138,0.01926,0.04576,4,,0,ok
Mammalia,Tragelaphus eurycerus,f,741,0.01187,0.02499,4,,0,ok
Mammalia,Tolypeutes matacus,f,95,0.03674,0.04051,4,,1,low_n_dead=95
Reptilia,Phelsuma grandis,m,115,0.03024,0.06771,4,,0,ok
Aves,Todiramphus cinnamominus,m,148,0.02026,0.03337,4,,0,ok
Mammalia,Bos javanicus,m,389,0.05056,0.11313,5,8.236,2,high_makeham_h=0.00026/d; infant_spike_frac=0.58
Aves,Anas capensis,m,202,0.01836,0.03037,4,,0,ok
Aves,Bubo bubo,m,143,0.03142,0.04151,4,,0,ok
Mammalia,Pygathrix nemaeus,f,113,0.02572,0.04437,4,,0,ok
Aves,Cereopsis novaehollandiae,f,129,0.03164,0.02893,4,,0,ok
Mammalia,Capromys pilorides,m,124,0.0269,0.04872,4,,0,ok
Aves,Pavo muticus,f,101,0.02755,0.03725,4,,0,ok
Mammalia,Nyctereutes procyonoides,f,115,0.02364,0.01855,4,,0,ok
Mammalia,Gazella subgutturosa,m,423,0.02453,0.03123,4,,0,ok
Mammalia,Tapirus terrestris,m,312,0.01445,0.03051,4,,0,ok
Aves,Eos bornea,m,58,0.03087,0.03715,4,,1,low_n_dead=58
Aves,Crossoptilon auritum,m,62,0.02345,0.0461,4,,1,low_n_dead=62
Mammalia,Choeropsis liberiensis,m,97,0.03052,0.06661,4,,1,low_n_dead=97
Mammalia,Ovis canadensis,m,295,0.02525,0.05533,4,,0,ok
Aves,Anser indicus,m,318,0.01143,0.0211,4,,0,ok
Aves,Leiothrix lutea,m,117,0.03796,0.04999,4,,0,ok
Reptilia,Paleosuchus palpebrosus,f,44,0.02171,0.0319,4,,1,low_n_dead=44
Mammalia,Cricetomys gambianus,f,72,0.03804,0.05268,4,,1,low_n_dead=72
Aves,Urocissa erythrorhyncha,f,74,0.03024,0.03602,4,,1,low_n_dead=74
Aves,Mareca sibilatrix,f,294,0.00902,0.02199,4,,0,ok
Aves,Asarcornis scutulata,f,141,0.0208,0.04041,4,,0,ok
Aves,Rollulus rouloul,m,1392,0.01093,0.03358,4,,0,ok
Mammalia,Tayassu pecari,m,90,0.04036,0.05467,4,,1,low_n_dead=90
Mammalia,Equus caballus,f,1311,0.01916,0.04188,4,,0,ok
Aves,Burhinus capensis,f,84,0.04868,0.06179,4,,2,low_n_dead=84; infant_spike_frac=0.21
Mammalia,Dasyurus maculatus,m,79,0.04119,0.06268,4,,1,low_n_dead=79
Mammalia,Bettongia penicillata,m,347,0.01038,0.02341,4,,0,ok
Reptilia,Testudo kleinmanni,m,83,0.0214,0.04869,4,,1,low_n_dead=83
Reptilia,Pogona vitticeps,m,351,0.01341,0.02596,4,,1,hazard_bathtub=0.07
